Product ID,Model,Quantity,Image,Price,Link,Name_en,Description_en,Meta_title_en,Meta_description_en,Additional_Image,Product_Attributes,Brand,Product_Category,Product_Option
,CN3504-100,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_bc19e205-738f-4a05-a06d-022f7caac0cc_540x.jpg?v=1656295763,US$106,https://www.kickscrew.com/products/air-jordan-men-cn3504-100,Air Jordan Casual Sports Round Neck Long Sleeves White CN3504-100,,Air Jordan Casual Sports Round Neck Long Sleeves White CN3504-100,Air Jordan Casual Sports Round Neck Long Sleeves White CN3504-100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_bc19e205-738f-4a05-a06d-022f7caac0cc_540x.jpg?v=1656295763|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_5051d05f-b59a-4e46-95b6-a7beed95fe0a_540x.jpg?v=1656295763|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_50305c3d-f988-47d8-9660-352e325a0cdd_540x.jpg?v=1656295763|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_279157fd-1dc2-45e6-890f-683f2664b152_540x.jpg?v=1656295763|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/4_63fe7f6d-6aef-4689-a171-31dd320d4062_540x.jpg?v=1656295763|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_bc19e205-738f-4a05-a06d-022f7caac0cc_540x.jpg?v=1656295763|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_5051d05f-b59a-4e46-95b6-a7beed95fe0a_540x.jpg?v=1656295763|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_50305c3d-f988-47d8-9660-352e325a0cdd_540x.jpg?v=1656295763|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_279157fd-1dc2-45e6-890f-683f2664b152_540x.jpg?v=1656295763|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/4_63fe7f6d-6aef-4689-a171-31dd320d4062_540x.jpg?v=1656295763,PRODUCTION INFORMATION:MODEL NO:CN3504-100|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:THICKNESS:Regular Thickness|PRODUCTION INFORMATION:VERSION:Regular fit|PRODUCTION INFORMATION:COLOR WAY:White,Air Jordan,HOODIES|HOODIES>Hoodie,select:Sizes:M:+US$114.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$106.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$114.0000.100:1:+0.00000000:1:|select:Sizes:XXL:+US$108.0000.100:1:+0.00000000:1:
,CK6469-701,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_96c56e5e-0dfa-4236-859b-fef7b162a547_540x.jpg?v=1656302259,US$131,https://www.kickscrew.com/products/nike-jordan-flight-ck6469-701,Air Jordan Flight Fleece Pullover Green CK6469-701,Mens Jordan Flight Fleece Pullover Hoodie Light Green CK6469-701,Air Jordan Flight Fleece Pullover Green CK6469-701,Mens Jordan Flight Fleece Pullover Hoodie Light Green CK6469-701,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_96c56e5e-0dfa-4236-859b-fef7b162a547_540x.jpg?v=1656302259|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_c815dbf6-db01-4512-a821-b867113f29a9_540x.jpg?v=1656302259|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_9807c28e-64de-41ba-ab91-2c2e19544f8b_540x.jpg?v=1656302259|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_147151b2-f266-43d8-a60b-52caf1ae94e6_540x.jpg?v=1656302259|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_96c56e5e-0dfa-4236-859b-fef7b162a547_540x.jpg?v=1656302259|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_c815dbf6-db01-4512-a821-b867113f29a9_540x.jpg?v=1656302259|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_9807c28e-64de-41ba-ab91-2c2e19544f8b_540x.jpg?v=1656302259|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_147151b2-f266-43d8-a60b-52caf1ae94e6_540x.jpg?v=1656302259,PRODUCTION INFORMATION:MODEL NO:CK6469-701|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SEASON:Spring/Autumn|PRODUCTION INFORMATION:VERSION:Regular fit|PRODUCTION INFORMATION:COLOR WAY:Light Green,Air Jordan,HOODIES|HOODIES>Hoodie,select:Sizes:XS:+US$160.0000.100:1:+0.00000000:1:|select:Sizes:S:+US$212.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$192.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$204.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$186.0000.100:1:+0.00000000:1:|select:Sizes:XXL:+US$131.0000.100:1:+0.00000000:1:|select:Sizes:3XL:+US$131.0000.100:1:+0.00000000:1:
,CW1125-312,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_58aca20e-464c-42be-8a9e-ea62212f91a2_540x.jpg?v=1656280634,US$133,https://www.kickscrew.com/products/air-jordan-x-cw1125-312,Air Jordan x All-star Weekend Artist MENS Print Green CW1125-312,Air Jordan x All-star Weekend Artist MENS Print Green CW1125-312,Air Jordan x All-star Weekend Artist MENS Print Green CW1125-312,Air Jordan x All-star Weekend Artist MENS Print Green CW1125-312,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_58aca20e-464c-42be-8a9e-ea62212f91a2_540x.jpg?v=1656280634|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_37636383-a0c6-4a0d-bd0c-b51b469e365a_540x.jpg?v=1656280634|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_463ea44c-a1f4-4a0a-a7b6-c45f494741f2_540x.jpg?v=1656280634|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_a5b0c91a-991d-4937-96a6-9bf167a59f04_540x.jpg?v=1656280634|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_58aca20e-464c-42be-8a9e-ea62212f91a2_540x.jpg?v=1656280634|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_37636383-a0c6-4a0d-bd0c-b51b469e365a_540x.jpg?v=1656280634|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_463ea44c-a1f4-4a0a-a7b6-c45f494741f2_540x.jpg?v=1656280634|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_a5b0c91a-991d-4937-96a6-9bf167a59f04_540x.jpg?v=1656280634,"PRODUCTION INFORMATION:MODEL NO:CW1125-312|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Air Jordan 10|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Spring/Autumn|PRODUCTION INFORMATION:THICKNESS:Regular Thickness|PRODUCTION INFORMATION:VERSION:Loose|PRODUCTION INFORMATION:COLOR WAY:Green",Air Jordan,HOODIES|HOODIES>Hoodie,select:Sizes:S:+US$172.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$133.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$167.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$388.0000.100:1:+0.00000000:1:
,CT6293-606,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_46a81e9a-e4f0-4be2-b42a-1660447b584c_540x.jpg?v=1656292808,US$119,https://www.kickscrew.com/products/air-jordan-sport-dna-hbr-men-pink-ct6293-606,Mens Air Jordan Sport Dna Hbr Patch Pattern Knit Pullover Quartz Pink CT6293-606,Mens Air Jordan Sport Dna Hbr Patch Pattern Knit Pullover Quartz Pink Hoodie CT6293-606,Mens Air Jordan Sport Dna Hbr Patch Pattern Knit Pullover Quartz Pink,Mens Air Jordan Sport Dna Hbr Patch Pattern Knit Pullover Quartz Pink Hoodie CT6293-606,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_46a81e9a-e4f0-4be2-b42a-1660447b584c_540x.jpg?v=1656292808|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_8d4f2099-eec4-4656-bc2a-fdce8d1a9052_540x.jpg?v=1656292808|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_df1bb3de-d80c-4793-b092-f798d52ce6fc_540x.jpg?v=1656292809|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_ebef2e98-1e80-4f6f-be2e-e48b0f17026a_540x.jpg?v=1656292809|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/4_390d9fec-ecba-4278-9db1-15c39d70c2d6_540x.jpg?v=1656292809|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_46a81e9a-e4f0-4be2-b42a-1660447b584c_540x.jpg?v=1656292808|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_8d4f2099-eec4-4656-bc2a-fdce8d1a9052_540x.jpg?v=1656292808|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_df1bb3de-d80c-4793-b092-f798d52ce6fc_540x.jpg?v=1656292809|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_ebef2e98-1e80-4f6f-be2e-e48b0f17026a_540x.jpg?v=1656292809|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/4_390d9fec-ecba-4278-9db1-15c39d70c2d6_540x.jpg?v=1656292809,"PRODUCTION INFORMATION:MODEL NO:CT6293-606|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Spring/Autumn|PRODUCTION INFORMATION:THICKNESS:Regular Thickness|PRODUCTION INFORMATION:VERSION:Regular fit|PRODUCTION INFORMATION:COLOR WAY:Pink",Air Jordan,HOODIES|HOODIES>Hoodie,select:Sizes:XS:+US$131.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$143.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$119.0000.100:1:+0.00000000:1:
,DO9153-333,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_954c5e31-516f-4b08-8e63-61dc585313c1_540x.jpg?v=1656403175,US$96,https://www.kickscrew.com/products/air-jordan-u8fd0u52a8u4f11u95f2u5706u9886u5957u5934u536bu8863-u7537u6b3e-u7effu8272-do9153-333,Air Jordan SWT DO9153-333,Not Found,Air Jordan SWT DO9153-333,"KICKS CREW is a global trusted platform for sneakers and apparel. Shop the largest selection from newest, limited edition sneakers to sports sneakers and apparel.\n",https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_954c5e31-516f-4b08-8e63-61dc585313c1_540x.jpg?v=1656403175|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_8a2c86dd-389c-42e4-95cd-fac9ef341ad8_540x.jpg?v=1656403175|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_2a949d90-ed46-4d90-878b-26bc4ce2d6e5_540x.jpg?v=1656403175|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_abd4c6a8-cbde-40d7-86a7-4b7dc925a42e_540x.jpg?v=1656403175|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_954c5e31-516f-4b08-8e63-61dc585313c1_540x.jpg?v=1656403175|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_8a2c86dd-389c-42e4-95cd-fac9ef341ad8_540x.jpg?v=1656403175|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_2a949d90-ed46-4d90-878b-26bc4ce2d6e5_540x.jpg?v=1656403175|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_abd4c6a8-cbde-40d7-86a7-4b7dc925a42e_540x.jpg?v=1656403175,"PRODUCTION INFORMATION:MODEL NO:DO9153-333|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Spring/Autumn|PRODUCTION INFORMATION:THICKNESS:Moderate Thickness|PRODUCTION INFORMATION:VERSION:Fit|PRODUCTION INFORMATION:COLOR WAY:Default Color",Air Jordan,HOODIES|HOODIES>Hoodie,select:Sizes:M:+US$102.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$104.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$96.0000.100:1:+0.00000000:1:|select:Sizes:XXL:+US$100.0000.100:1:+0.00000000:1:|select:Sizes:3XL:+US$111.0000.100:1:+0.00000000:1:
,AR8395-010,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_646c52ac-ff6f-4a4a-906c-c2d25a7c7f3b_540x.jpg?v=1656399997,US$261,https://www.kickscrew.com/products/air-jordan-x-clot-logo-ar8395-010,Mens Air Jordan x CLOT Crossover Logo Printing Sports Us Edition Black Pullover AR8395-010,Mens Air Jordan x CLOT Crossover Logo Printing Sports Pullover Hoodie Us Edition Black AR8395-010,Mens Air Jordan x CLOT Crossover Logo Printing Sports Us Edition Blac,Mens Air Jordan x CLOT Crossover Logo Printing Sports Pullover Hoodie Us Edition Black AR8395-010,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_646c52ac-ff6f-4a4a-906c-c2d25a7c7f3b_540x.jpg?v=1656399997|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_df71e629-ca0f-44ee-aae8-0d45f83f26be_540x.jpg?v=1656399997|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_ebae729a-6f0a-4f90-b751-d98ccdd3669e_540x.jpg?v=1656399997|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_b46d77c7-3a5a-4d9f-93c9-8380d5dc3750_540x.jpg?v=1656399997|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_646c52ac-ff6f-4a4a-906c-c2d25a7c7f3b_540x.jpg?v=1656399997|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_df71e629-ca0f-44ee-aae8-0d45f83f26be_540x.jpg?v=1656399997|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_ebae729a-6f0a-4f90-b751-d98ccdd3669e_540x.jpg?v=1656399997|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_b46d77c7-3a5a-4d9f-93c9-8380d5dc3750_540x.jpg?v=1656399997,PRODUCTION INFORMATION:MODEL NO:AR8395-010|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Air Jordan 10|PRODUCTION INFORMATION:STYLE:Sports|PRODUCTION INFORMATION:SEASON:Spring/Autumn|PRODUCTION INFORMATION:THICKNESS:Regular Thickness|PRODUCTION INFORMATION:VERSION:Regular fit|PRODUCTION INFORMATION:COLOR WAY:Black,Air Jordan,HOODIES|HOODIES>Hoodie,select:Sizes:S:+US$261.0000.100:1:+0.00000000:1:
,AV2293-687,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_47d6e418-96d6-4e59-96f0-28675a456952_540x.jpg?v=1656254358,US$80,https://www.kickscrew.com/products/air-jordan-av2293-687,Air Jordan Half Zipper Athleisure Casual Sports Red AV2293-687,Mens Air Jordan Half Zipper Athleisure Casual Sports Red Hoodie AV2293-687,Air Jordan Half Zipper Athleisure Casual Sports Red AV2293-687,Mens Air Jordan Half Zipper Athleisure Casual Sports Red Hoodie AV2293-687,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_47d6e418-96d6-4e59-96f0-28675a456952_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_af1f4d9c-a038-4a5e-8b3f-9391f326e3f9_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_c40cf5a8-e9f9-453c-9352-0c8527f03f4a_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_71a3f604-7b0b-44d4-8fba-68f8c201fc68_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/4_2ef17122-d6fd-4396-baf3-6b748d1f6ef2_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/5_94e43cb1-e4b7-442e-be9d-08bb04575982_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_47d6e418-96d6-4e59-96f0-28675a456952_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_af1f4d9c-a038-4a5e-8b3f-9391f326e3f9_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_c40cf5a8-e9f9-453c-9352-0c8527f03f4a_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_71a3f604-7b0b-44d4-8fba-68f8c201fc68_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/4_2ef17122-d6fd-4396-baf3-6b748d1f6ef2_540x.jpg?v=1656254358|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/5_94e43cb1-e4b7-442e-be9d-08bb04575982_540x.jpg?v=1656254358,"PRODUCTION INFORMATION:MODEL NO:AV2293-687|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Spring/Autumn|PRODUCTION INFORMATION:THICKNESS:Regular Thickness|PRODUCTION INFORMATION:VERSION:Regular fit|PRODUCTION INFORMATION:COLOR WAY:Red",Air Jordan,HOODIES|HOODIES>Hoodie,select:Sizes:L:+US$80.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$94.0000.100:1:+0.00000000:1:|select:Sizes:3XL:+US$110.0000.100:1:+0.00000000:1:
,CD5871-687,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_037f619d-a4a2-4611-8536-2b8a18ca3f33_540x.jpg?v=1656207783,US$106,https://www.kickscrew.com/products/nike-jordan-logo-cd5871-687,Air Jordan Large logo Fleece Lined Pullover Athleisure Casual Sports Basketball Red CD5871-687,,Air Jordan Large logo Fleece Lined Pullover Athleisure Casual Sports B,Air Jordan Large logo Fleece Lined Pullover Athleisure Casual Sports Basketball Red CD5871-687,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_037f619d-a4a2-4611-8536-2b8a18ca3f33_540x.jpg?v=1656207783|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_0a4a5cf8-04b3-48e8-b766-30f8b645055f_540x.jpg?v=1656207783|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_3a793ab2-7fc8-4593-ac43-146ac38f2a3d_540x.jpg?v=1656207783|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_e40f6b04-772f-4ec3-acf8-19677abf5f04_540x.jpg?v=1656207783|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/4_d53a17b1-aab7-4acd-8322-f009987cc63f_540x.jpg?v=1656207783|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_037f619d-a4a2-4611-8536-2b8a18ca3f33_540x.jpg?v=1656207783|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_0a4a5cf8-04b3-48e8-b766-30f8b645055f_540x.jpg?v=1656207783|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_3a793ab2-7fc8-4593-ac43-146ac38f2a3d_540x.jpg?v=1656207783|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_e40f6b04-772f-4ec3-acf8-19677abf5f04_540x.jpg?v=1656207783|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/4_d53a17b1-aab7-4acd-8322-f009987cc63f_540x.jpg?v=1656207783,"PRODUCTION INFORMATION:MODEL NO:CD5871-687|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:SERIES:Basketball|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Spring/Autumn/Winter|PRODUCTION INFORMATION:THICKNESS:Regular Thickness|PRODUCTION INFORMATION:VERSION:Regular fit|PRODUCTION INFORMATION:COLOR WAY:Red",Air Jordan,HOODIES|HOODIES>Hoodie,select:Sizes:S:+US$114.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$118.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$112.0000.100:1:+0.00000000:1:|select:Sizes:XXL:+US$106.0000.100:1:+0.00000000:1:|select:Sizes:3XL:+US$182.0000.100:1:+0.00000000:1:|select:Sizes:4XL:+US$178.0000.100:1:+0.00000000:1:
,DD3899-010,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_92d1232a-03aa-453f-abdf-6d832991848a_540x.jpg?v=1656290331,US$76,https://www.kickscrew.com/products/nike-jordan-dd3899-010,Air Jordan Casual Knitted Crew Neck Basketball Jumper Sweater For Men Black DD3899-010,Air Jordan Casual Knitted Crew Neck Basketball Jumper Sweater For Men Black DD3899-010,Air Jordan Casual Knitted Crew Neck Basketball Jumper Sweater For Men ,Air Jordan Casual Knitted Crew Neck Basketball Jumper Sweater For Men Black DD3899-010,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_92d1232a-03aa-453f-abdf-6d832991848a_540x.jpg?v=1656290331|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_eaa83d58-f1ee-46fc-b08d-02ba154eee46_540x.jpg?v=1656290331|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_cd68c0c6-24e2-4e7c-93b0-93c6bc071ea2_540x.jpg?v=1656290331|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_92d1232a-03aa-453f-abdf-6d832991848a_540x.jpg?v=1656290331|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_eaa83d58-f1ee-46fc-b08d-02ba154eee46_540x.jpg?v=1656290331|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_cd68c0c6-24e2-4e7c-93b0-93c6bc071ea2_540x.jpg?v=1656290331,"PRODUCTION INFORMATION:MODEL NO:DD3899-010|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:STYLE:Sports, Youth|PRODUCTION INFORMATION:SEASON:Autumn/Winter|PRODUCTION INFORMATION:THICKNESS:Regular Thickness|PRODUCTION INFORMATION:VERSION:Regular fit|PRODUCTION INFORMATION:COLOR WAY:Black",Air Jordan,HOODIES|HOODIES>Hoodie,select:Sizes:S:+US$121.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$84.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$84.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$76.0000.100:1:+0.00000000:1:|select:Sizes:XXL:+US$83.0000.100:1:+0.00000000:1:|select:Sizes:3XL:+US$83.0000.100:1:+0.00000000:1:|select:Sizes:4XL:+US$160.0000.100:1:+0.00000000:1:
,CT3492-010,100,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_67de8a83-f521-44aa-829f-e87a65c11ab2_540x.jpg?v=1656295411,US$74,https://www.kickscrew.com/products/nike-jordan-mountainside-ct3492-010,Air Jordan Mountainside Winter Utility Sweatshirt CT3492-010,Air Jordan Mountainside Winter Utility Sweatshirt CT3492-010,Air Jordan Mountainside Winter Utility Sweatshirt CT3492-010,Air Jordan Mountainside Winter Utility Sweatshirt CT3492-010,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_67de8a83-f521-44aa-829f-e87a65c11ab2_540x.jpg?v=1656295411|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_afb24ccd-bcfb-4ece-b32b-6374ab8fe4cd_540x.jpg?v=1656295411|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_eea11f90-f89b-4961-b082-a953e5c99129_540x.jpg?v=1656295411|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_62c907ec-ddd7-4930-9d53-fb526e9b8538_540x.jpg?v=1656295411|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/4_ee6e6894-5369-4991-83d8-c66f12c64564_540x.jpg?v=1656295411|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_67de8a83-f521-44aa-829f-e87a65c11ab2_540x.jpg?v=1656295411|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/1_afb24ccd-bcfb-4ece-b32b-6374ab8fe4cd_540x.jpg?v=1656295411|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/2_eea11f90-f89b-4961-b082-a953e5c99129_540x.jpg?v=1656295411|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/3_62c907ec-ddd7-4930-9d53-fb526e9b8538_540x.jpg?v=1656295411|https://cdn.shopify.com/s/files/1/0603/3031/1875/products/4_ee6e6894-5369-4991-83d8-c66f12c64564_540x.jpg?v=1656295411,PRODUCTION INFORMATION:MODEL NO:CT3492-010|PRODUCTION INFORMATION:RELEASE DATE:2022-01-26|PRODUCTION INFORMATION:STYLE:Youth|PRODUCTION INFORMATION:SEASON:Autumn/Spring|PRODUCTION INFORMATION:THICKNESS:Regular Thickness|PRODUCTION INFORMATION:VERSION:Regular fit|PRODUCTION INFORMATION:COLOR WAY:Black,Air Jordan,HOODIES|HOODIES>Hoodie,select:Sizes:XS:+US$106.0000.100:1:+0.00000000:1:|select:Sizes:S:+US$74.0000.100:1:+0.00000000:1:|select:Sizes:M:+US$90.0000.100:1:+0.00000000:1:|select:Sizes:L:+US$98.0000.100:1:+0.00000000:1:|select:Sizes:XL:+US$88.0000.100:1:+0.00000000:1:|select:Sizes:XXL:+US$131.0000.100:1:+0.00000000:1:|select:Sizes:3XL:+US$133.0000.100:1:+0.00000000:1:
